,path,label_str
2234,drive/My Drive/Speech Emotion Recognition/data/CREMA/1002_DFA_ANG_XX.wav,angry
2235,drive/My Drive/Speech Emotion Recognition/data/CREMA/1041_MTI_SAD_XX.wav,sad
2236,drive/My Drive/Speech Emotion Recognition/data/CREMA/1044_IWL_NEU_XX.wav,neutral
2237,drive/My Drive/Speech Emotion Recognition/data/CREMA/1003_ITH_SAD_XX.wav,sad
2238,drive/My Drive/Speech Emotion Recognition/data/CREMA/1006_MTI_SAD_XX.wav,sad
2239,drive/My Drive/Speech Emotion Recognition/data/CREMA/1031_TIE_ANG_XX.wav,angry
2240,drive/My Drive/Speech Emotion Recognition/data/CREMA/1038_IWL_ANG_XX.wav,angry
2241,drive/My Drive/Speech Emotion Recognition/data/CREMA/1041_IWW_NEU_XX.wav,neutral
2242,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_TIE_NEU_XX.wav,neutral
2243,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_IEO_ANG_LO.wav,angry
2244,drive/My Drive/Speech Emotion Recognition/data/CREMA/1050_WSI_HAP_XX.wav,happy
2245,drive/My Drive/Speech Emotion Recognition/data/CREMA/1024_MTI_HAP_XX.wav,happy
2246,drive/My Drive/Speech Emotion Recognition/data/CREMA/1040_TIE_ANG_XX.wav,angry
2247,drive/My Drive/Speech Emotion Recognition/data/CREMA/1053_TAI_HAP_XX.wav,happy
2248,drive/My Drive/Speech Emotion Recognition/data/CREMA/1028_TSI_NEU_XX.wav,neutral
2249,drive/My Drive/Speech Emotion Recognition/data/CREMA/1013_IEO_HAP_HI.wav,happy
2250,drive/My Drive/Speech Emotion Recognition/data/CREMA/1001_MTI_HAP_XX.wav,happy
2251,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-01-01-02-20.wav,angry
2252,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_ITH_SAD_XX.wav,sad
2253,drive/My Drive/Speech Emotion Recognition/data/CREMA/1034_IWW_NEU_XX.wav,neutral
2254,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-01-10.wav,neutral
2255,drive/My Drive/Speech Emotion Recognition/data/CREMA/1051_TAI_NEU_XX.wav,neutral
2256,drive/My Drive/Speech Emotion Recognition/data/CREMA/1040_IWL_NEU_XX.wav,neutral
2257,drive/My Drive/Speech Emotion Recognition/data/CREMA/1062_IWW_NEU_XX.wav,neutral
2258,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-02-01-10.wav,happy
2259,drive/My Drive/Speech Emotion Recognition/data/CREMA/1002_WSI_ANG_XX.wav,angry
2260,drive/My Drive/Speech Emotion Recognition/data/CREMA/1042_WSI_HAP_XX.wav,happy
2261,drive/My Drive/Speech Emotion Recognition/data/CREMA/1039_IWL_ANG_XX.wav,angry
2262,drive/My Drive/Speech Emotion Recognition/data/CREMA/1041_IEO_HAP_HI.wav,happy
2263,drive/My Drive/Speech Emotion Recognition/data/CREMA/1035_IEO_SAD_MD.wav,sad
2264,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-01-02-01-09.wav,sad
2265,drive/My Drive/Speech Emotion Recognition/data/CREMA/1045_IEO_HAP_HI.wav,happy
2266,drive/My Drive/Speech Emotion Recognition/data/CREMA/1035_IEO_NEU_XX.wav,neutral
2267,drive/My Drive/Speech Emotion Recognition/data/CREMA/1009_TAI_NEU_XX.wav,neutral
2268,drive/My Drive/Speech Emotion Recognition/data/CREMA/1018_WSI_ANG_XX.wav,angry
2269,drive/My Drive/Speech Emotion Recognition/data/CREMA/1007_IEO_NEU_XX.wav,neutral
2270,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-02-02-19.wav,happy
2271,drive/My Drive/Speech Emotion Recognition/data/CREMA/1059_ITH_NEU_XX.wav,neutral
2272,drive/My Drive/Speech Emotion Recognition/data/CREMA/1012_TIE_HAP_XX.wav,happy
2273,drive/My Drive/Speech Emotion Recognition/data/CREMA/1034_DFA_ANG_XX.wav,angry
2274,drive/My Drive/Speech Emotion Recognition/data/CREMA/1013_ITH_ANG_XX.wav,angry
2275,drive/My Drive/Speech Emotion Recognition/data/CREMA/1038_ITS_NEU_XX.wav,neutral
2276,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-01-01-06.wav,happy
2277,drive/My Drive/Speech Emotion Recognition/data/CREMA/1021_DFA_HAP_XX.wav,happy
2278,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-01-02-02-23.wav,angry
2279,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_TIE_HAP_XX.wav,happy
2280,drive/My Drive/Speech Emotion Recognition/data/CREMA/1048_ITH_NEU_XX.wav,neutral
2281,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_IOM_ANG_XX.wav,angry
2282,drive/My Drive/Speech Emotion Recognition/data/CREMA/1063_ITS_NEU_XX.wav,neutral
2283,drive/My Drive/Speech Emotion Recognition/data/CREMA/1045_TSI_HAP_XX.wav,happy
2284,drive/My Drive/Speech Emotion Recognition/data/CREMA/1030_TIE_NEU_XX.wav,neutral
2285,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_ITS_SAD_XX.wav,sad
2286,drive/My Drive/Speech Emotion Recognition/data/CREMA/1053_WSI_SAD_XX.wav,sad
2287,drive/My Drive/Speech Emotion Recognition/data/CREMA/1002_IWL_NEU_XX.wav,neutral
2288,drive/My Drive/Speech Emotion Recognition/data/CREMA/1015_TIE_SAD_XX.wav,sad
2289,drive/My Drive/Speech Emotion Recognition/data/CREMA/1045_TAI_SAD_XX.wav,sad
2290,drive/My Drive/Speech Emotion Recognition/data/CREMA/1061_IEO_HAP_LO.wav,happy
2291,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-01-02-20.wav,neutral
2292,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_TIE_HAP_XX.wav,happy
2293,drive/My Drive/Speech Emotion Recognition/data/CREMA/1021_IWL_ANG_XX.wav,angry
2294,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_IWW_ANG_XX.wav,angry
2295,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_IWW_SAD_XX.wav,sad
2296,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_IWW_NEU_XX.wav,neutral
2297,drive/My Drive/Speech Emotion Recognition/data/CREMA/1001_IOM_SAD_XX.wav,sad
2298,drive/My Drive/Speech Emotion Recognition/data/CREMA/1015_TSI_SAD_XX.wav,sad
2299,drive/My Drive/Speech Emotion Recognition/data/CREMA/1029_IWL_SAD_XX.wav,sad
2300,drive/My Drive/Speech Emotion Recognition/data/CREMA/1001_IWW_HAP_XX.wav,happy
2301,drive/My Drive/Speech Emotion Recognition/data/CREMA/1057_IEO_ANG_MD.wav,angry
2302,drive/My Drive/Speech Emotion Recognition/data/CREMA/1046_IWW_NEU_XX.wav,neutral
2303,drive/My Drive/Speech Emotion Recognition/data/CREMA/1038_IWW_ANG_XX.wav,angry
2304,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-01-02-12.wav,happy
2305,drive/My Drive/Speech Emotion Recognition/data/CREMA/1063_DFA_NEU_XX.wav,neutral
2306,drive/My Drive/Speech Emotion Recognition/data/CREMA/1061_IEO_ANG_HI.wav,angry
2307,drive/My Drive/Speech Emotion Recognition/data/CREMA/1016_IWW_SAD_XX.wav,sad
2308,drive/My Drive/Speech Emotion Recognition/data/CREMA/1006_IEO_SAD_HI.wav,sad
2309,drive/My Drive/Speech Emotion Recognition/data/CREMA/1015_IEO_HAP_LO.wav,happy
2310,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-01-02-02-05.wav,angry
2311,drive/My Drive/Speech Emotion Recognition/data/CREMA/1039_IEO_HAP_HI.wav,happy
2312,drive/My Drive/Speech Emotion Recognition/data/CREMA/1056_TAI_NEU_XX.wav,neutral
2313,drive/My Drive/Speech Emotion Recognition/data/CREMA/1034_TAI_SAD_XX.wav,sad
2314,drive/My Drive/Speech Emotion Recognition/data/CREMA/1001_TIE_HAP_XX.wav,happy
2315,drive/My Drive/Speech Emotion Recognition/data/CREMA/1001_IEO_NEU_XX.wav,neutral
2316,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-01-01-22.wav,neutral
2317,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-01-16.wav,neutral
2318,drive/My Drive/Speech Emotion Recognition/data/CREMA/1016_DFA_HAP_XX.wav,happy
2319,drive/My Drive/Speech Emotion Recognition/data/CREMA/1017_DFA_NEU_XX.wav,neutral
2320,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_ITH_NEU_XX.wav,neutral
2321,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_TIE_NEU_XX.wav,neutral
2322,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_ITS_NEU_XX.wav,neutral
2323,drive/My Drive/Speech Emotion Recognition/data/CREMA/1030_IEO_ANG_MD.wav,angry
2324,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_IWL_NEU_XX.wav,neutral
2325,drive/My Drive/Speech Emotion Recognition/data/CREMA/1056_TAI_SAD_XX.wav,sad
2326,drive/My Drive/Speech Emotion Recognition/data/CREMA/1025_DFA_HAP_XX.wav,happy
2327,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-02-02-02.wav,sad
2328,drive/My Drive/Speech Emotion Recognition/data/CREMA/1008_IEO_ANG_HI.wav,angry
2329,drive/My Drive/Speech Emotion Recognition/data/CREMA/1022_WSI_NEU_XX.wav,neutral
2330,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-02-10.wav,neutral
2331,drive/My Drive/Speech Emotion Recognition/data/CREMA/1058_TSI_NEU_XX.wav,neutral
2332,drive/My Drive/Speech Emotion Recognition/data/CREMA/1058_TAI_ANG_XX.wav,angry
2333,drive/My Drive/Speech Emotion Recognition/data/CREMA/1022_IWL_ANG_XX.wav,angry
2334,drive/My Drive/Speech Emotion Recognition/data/CREMA/1016_WSI_HAP_XX.wav,happy
2335,drive/My Drive/Speech Emotion Recognition/data/CREMA/1030_ITH_ANG_XX.wav,angry
2336,drive/My Drive/Speech Emotion Recognition/data/CREMA/1011_MTI_ANG_XX.wav,angry
2337,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-02-06.wav,neutral
2338,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-02-01-02.wav,neutral
2339,drive/My Drive/Speech Emotion Recognition/data/CREMA/1023_IOM_NEU_XX.wav,neutral
2340,drive/My Drive/Speech Emotion Recognition/data/CREMA/1052_IEO_SAD_MD.wav,sad
2341,drive/My Drive/Speech Emotion Recognition/data/CREMA/1008_TIE_HAP_XX.wav,happy
2342,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-01-01-07.wav,neutral
2343,drive/My Drive/Speech Emotion Recognition/data/CREMA/1030_ITS_SAD_XX.wav,sad
2344,drive/My Drive/Speech Emotion Recognition/data/CREMA/1016_IEO_HAP_LO.wav,happy
2345,drive/My Drive/Speech Emotion Recognition/data/CREMA/1033_IWW_SAD_XX.wav,sad
2346,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-01-01-02-21.wav,sad
2347,drive/My Drive/Speech Emotion Recognition/data/CREMA/1024_TSI_NEU_XX.wav,neutral
2348,drive/My Drive/Speech Emotion Recognition/data/CREMA/1019_IEO_SAD_LO.wav,sad
2349,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_IEO_ANG_MD.wav,angry
2350,drive/My Drive/Speech Emotion Recognition/data/CREMA/1007_MTI_SAD_XX.wav,sad
2351,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_IWW_HAP_XX.wav,happy
2352,drive/My Drive/Speech Emotion Recognition/data/CREMA/1010_ITH_ANG_XX.wav,angry
2353,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-02-02-08.wav,happy
2354,drive/My Drive/Speech Emotion Recognition/data/CREMA/1006_DFA_NEU_XX.wav,neutral
2355,drive/My Drive/Speech Emotion Recognition/data/CREMA/1060_ITS_HAP_XX.wav,happy
2356,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-02-01-18.wav,happy
2357,drive/My Drive/Speech Emotion Recognition/data/CREMA/1047_TAI_ANG_XX.wav,angry
2358,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_MTI_HAP_XX.wav,happy
2359,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_MTI_SAD_XX.wav,sad
2360,drive/My Drive/Speech Emotion Recognition/data/CREMA/1016_MTI_ANG_XX.wav,angry
2361,drive/My Drive/Speech Emotion Recognition/data/CREMA/1012_IEO_SAD_HI.wav,sad
2362,drive/My Drive/Speech Emotion Recognition/data/CREMA/1018_DFA_SAD_XX.wav,sad
2363,drive/My Drive/Speech Emotion Recognition/data/CREMA/1014_WSI_NEU_XX.wav,neutral
2364,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-01-02-15.wav,happy
2365,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-01-01-01.wav,neutral
2366,drive/My Drive/Speech Emotion Recognition/data/CREMA/1052_ITH_ANG_XX.wav,angry
2367,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-02-01-20.wav,happy
2368,drive/My Drive/Speech Emotion Recognition/data/CREMA/1012_MTI_ANG_XX.wav,angry
2369,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-02-02-02.wav,neutral
2370,drive/My Drive/Speech Emotion Recognition/data/CREMA/1033_ITS_ANG_XX.wav,angry
2371,drive/My Drive/Speech Emotion Recognition/data/CREMA/1063_TAI_SAD_XX.wav,sad
2372,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_TIE_HAP_XX.wav,happy
2373,drive/My Drive/Speech Emotion Recognition/data/CREMA/1064_MTI_SAD_XX.wav,sad
2374,drive/My Drive/Speech Emotion Recognition/data/CREMA/1007_DFA_NEU_XX.wav,neutral
2375,drive/My Drive/Speech Emotion Recognition/data/CREMA/1057_TIE_NEU_XX.wav,neutral
2376,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_IOM_NEU_XX.wav,neutral
2377,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_MTI_NEU_XX.wav,neutral
2378,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_IOM_ANG_XX.wav,angry
2379,drive/My Drive/Speech Emotion Recognition/data/CREMA/1003_IWW_NEU_XX.wav,neutral
2380,drive/My Drive/Speech Emotion Recognition/data/CREMA/1066_TIE_HAP_XX.wav,happy
2381,drive/My Drive/Speech Emotion Recognition/data/CREMA/1014_ITS_ANG_XX.wav,angry
2382,drive/My Drive/Speech Emotion Recognition/data/CREMA/1043_WSI_HAP_XX.wav,happy
2383,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-01-02-01-01.wav,sad
2384,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-01-02-01-02.wav,angry
2385,drive/My Drive/Speech Emotion Recognition/data/CREMA/1017_TSI_NEU_XX.wav,neutral
2386,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-02-01-05.wav,sad
2387,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_TAI_NEU_XX.wav,neutral
2388,drive/My Drive/Speech Emotion Recognition/data/CREMA/1002_IWL_ANG_XX.wav,angry
2389,drive/My Drive/Speech Emotion Recognition/data/CREMA/1009_IEO_NEU_XX.wav,neutral
2390,drive/My Drive/Speech Emotion Recognition/data/CREMA/1064_IOM_HAP_XX.wav,happy
2391,drive/My Drive/Speech Emotion Recognition/data/CREMA/1061_IWW_ANG_XX.wav,angry
2392,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_MTI_ANG_XX.wav,angry
2393,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-01-15.wav,neutral
2394,drive/My Drive/Speech Emotion Recognition/data/CREMA/1063_ITH_SAD_XX.wav,sad
2395,drive/My Drive/Speech Emotion Recognition/data/CREMA/1037_IEO_NEU_XX.wav,neutral
2396,drive/My Drive/Speech Emotion Recognition/data/CREMA/1025_IWL_ANG_XX.wav,angry
2397,drive/My Drive/Speech Emotion Recognition/data/CREMA/1010_ITS_SAD_XX.wav,sad
2398,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-02-02-01-10.wav,angry
2399,drive/My Drive/Speech Emotion Recognition/data/CREMA/1029_TAI_NEU_XX.wav,neutral
2400,drive/My Drive/Speech Emotion Recognition/data/CREMA/1013_TSI_SAD_XX.wav,sad
2401,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_ITH_ANG_XX.wav,angry
2402,drive/My Drive/Speech Emotion Recognition/data/CREMA/1029_WSI_ANG_XX.wav,angry
2403,drive/My Drive/Speech Emotion Recognition/data/CREMA/1037_IEO_HAP_LO.wav,happy
2404,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-01-01-20.wav,sad
2405,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-02-01-01-07.wav,angry
2406,drive/My Drive/Speech Emotion Recognition/data/CREMA/1047_DFA_HAP_XX.wav,happy
2407,drive/My Drive/Speech Emotion Recognition/data/CREMA/1041_IWW_ANG_XX.wav,angry
2408,drive/My Drive/Speech Emotion Recognition/data/CREMA/1065_TSI_HAP_XX.wav,happy
2409,drive/My Drive/Speech Emotion Recognition/data/CREMA/1043_IOM_NEU_XX.wav,neutral
2410,drive/My Drive/Speech Emotion Recognition/data/CREMA/1013_MTI_SAD_XX.wav,sad
2411,drive/My Drive/Speech Emotion Recognition/data/CREMA/1040_IOM_ANG_XX.wav,angry
2412,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_DFA_SAD_XX.wav,sad
2413,drive/My Drive/Speech Emotion Recognition/data/CREMA/1046_IWL_NEU_XX.wav,neutral
2414,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_IEO_HAP_LO.wav,happy
2415,drive/My Drive/Speech Emotion Recognition/data/CREMA/1064_WSI_HAP_XX.wav,happy
2416,drive/My Drive/Speech Emotion Recognition/data/CREMA/1040_IEO_SAD_LO.wav,sad
2417,drive/My Drive/Speech Emotion Recognition/data/CREMA/1046_ITH_ANG_XX.wav,angry
2418,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_ITS_ANG_XX.wav,angry
2419,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_TSI_ANG_XX.wav,angry
2420,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-02-02-02-12.wav,angry
2421,drive/My Drive/Speech Emotion Recognition/data/CREMA/1050_IWW_ANG_XX.wav,angry
2422,drive/My Drive/Speech Emotion Recognition/data/CREMA/1057_IEO_SAD_HI.wav,sad
2423,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_TAI_ANG_XX.wav,angry
2424,drive/My Drive/Speech Emotion Recognition/data/CREMA/1023_MTI_HAP_XX.wav,happy
2425,drive/My Drive/Speech Emotion Recognition/data/CREMA/1066_IWW_SAD_XX.wav,sad
2426,drive/My Drive/Speech Emotion Recognition/data/CREMA/1035_TSI_ANG_XX.wav,angry
2427,drive/My Drive/Speech Emotion Recognition/data/CREMA/1055_WSI_HAP_XX.wav,happy
2428,drive/My Drive/Speech Emotion Recognition/data/CREMA/1008_TSI_ANG_XX.wav,angry
2429,drive/My Drive/Speech Emotion Recognition/data/CREMA/1018_ITH_HAP_XX.wav,happy
2430,drive/My Drive/Speech Emotion Recognition/data/CREMA/1006_ITS_HAP_XX.wav,happy
2431,drive/My Drive/Speech Emotion Recognition/data/CREMA/1047_IWW_HAP_XX.wav,happy
2432,drive/My Drive/Speech Emotion Recognition/data/CREMA/1063_IEO_SAD_LO.wav,sad
2433,drive/My Drive/Speech Emotion Recognition/data/CREMA/1048_WSI_HAP_XX.wav,happy
2434,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-01-01-03.wav,happy
2435,drive/My Drive/Speech Emotion Recognition/data/CREMA/1035_ITH_NEU_XX.wav,neutral
2436,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_IWW_NEU_XX.wav,neutral
2437,drive/My Drive/Speech Emotion Recognition/data/CREMA/1002_ITH_HAP_XX.wav,happy
2438,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-01-01-05.wav,happy
2439,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-02-02-01-01.wav,angry
2440,drive/My Drive/Speech Emotion Recognition/data/CREMA/1037_TIE_NEU_XX.wav,neutral
2441,drive/My Drive/Speech Emotion Recognition/data/CREMA/1021_IEO_HAP_MD.wav,happy
2442,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-01-02-01-02.wav,sad
2443,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-01-01-24.wav,neutral
2444,drive/My Drive/Speech Emotion Recognition/data/CREMA/1063_MTI_ANG_XX.wav,angry
2445,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-02-02-15.wav,sad
2446,drive/My Drive/Speech Emotion Recognition/data/CREMA/1059_IEO_ANG_HI.wav,angry
2447,drive/My Drive/Speech Emotion Recognition/data/CREMA/1044_IOM_SAD_XX.wav,sad
2448,drive/My Drive/Speech Emotion Recognition/data/CREMA/1028_IEO_SAD_HI.wav,sad
2449,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-01-01-01-02-13.wav,neutral
2450,drive/My Drive/Speech Emotion Recognition/data/CREMA/1058_WSI_ANG_XX.wav,angry
2451,drive/My Drive/Speech Emotion Recognition/data/CREMA/1032_IEO_HAP_HI.wav,happy
2452,drive/My Drive/Speech Emotion Recognition/data/CREMA/1006_MTI_ANG_XX.wav,angry
2453,drive/My Drive/Speech Emotion Recognition/data/CREMA/1028_TIE_ANG_XX.wav,angry
2454,drive/My Drive/Speech Emotion Recognition/data/CREMA/1029_IEO_NEU_XX.wav,neutral
2455,drive/My Drive/Speech Emotion Recognition/data/CREMA/1049_IEO_HAP_MD.wav,happy
2456,drive/My Drive/Speech Emotion Recognition/data/CREMA/1008_IWL_SAD_XX.wav,sad
2457,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-01-01-24.wav,happy
2458,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-01-02-01.wav,sad
2459,drive/My Drive/Speech Emotion Recognition/data/CREMA/1030_IWL_NEU_XX.wav,neutral
2460,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-02-02-15.wav,neutral
2461,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-02-11.wav,neutral
2462,drive/My Drive/Speech Emotion Recognition/data/CREMA/1062_DFA_HAP_XX.wav,happy
2463,drive/My Drive/Speech Emotion Recognition/data/CREMA/1003_IEO_ANG_HI.wav,angry
2464,drive/My Drive/Speech Emotion Recognition/data/CREMA/1036_ITH_HAP_XX.wav,happy
2465,drive/My Drive/Speech Emotion Recognition/data/CREMA/1048_TSI_SAD_XX.wav,sad
2466,drive/My Drive/Speech Emotion Recognition/data/CREMA/1013_IOM_NEU_XX.wav,neutral
2467,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_WSI_HAP_XX.wav,happy
2468,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-02-02-14.wav,sad
2469,drive/My Drive/Speech Emotion Recognition/data/CREMA/1005_WSI_HAP_XX.wav,happy
2470,drive/My Drive/Speech Emotion Recognition/data/CREMA/1021_DFA_NEU_XX.wav,neutral
2471,drive/My Drive/Speech Emotion Recognition/data/CREMA/1058_IOM_HAP_XX.wav,happy
2472,drive/My Drive/Speech Emotion Recognition/data/CREMA/1031_IEO_ANG_HI.wav,angry
2473,drive/My Drive/Speech Emotion Recognition/data/CREMA/1018_IEO_NEU_XX.wav,neutral
2474,drive/My Drive/Speech Emotion Recognition/data/CREMA/1060_TAI_HAP_XX.wav,happy
2475,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-01-02-02-20.wav,neutral
2476,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-02-01-02-04.wav,happy
2477,drive/My Drive/Speech Emotion Recognition/data/CREMA/1015_TSI_ANG_XX.wav,angry
2478,drive/My Drive/Speech Emotion Recognition/data/CREMA/1010_DFA_ANG_XX.wav,angry
2479,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-02-01-01-22.wav,sad
2480,drive/My Drive/Speech Emotion Recognition/data/CREMA/1009_WSI_HAP_XX.wav,happy
2481,drive/My Drive/Speech Emotion Recognition/data/CREMA/1016_TIE_NEU_XX.wav,neutral
2482,drive/My Drive/Speech Emotion Recognition/data/CREMA/1052_ITS_SAD_XX.wav,sad
2483,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-03-01-01-01-14.wav,happy
2484,drive/My Drive/Speech Emotion Recognition/data/CREMA/1023_TSI_HAP_XX.wav,happy
2485,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_IEO_NEU_XX.wav,neutral
2486,drive/My Drive/Speech Emotion Recognition/data/CREMA/1014_IWW_SAD_XX.wav,sad
2487,drive/My Drive/Speech Emotion Recognition/data/CREMA/1040_TAI_SAD_XX.wav,sad
2488,drive/My Drive/Speech Emotion Recognition/data/CREMA/1030_IEO_HAP_MD.wav,happy
2489,drive/My Drive/Speech Emotion Recognition/data/CREMA/1030_IWW_SAD_XX.wav,sad
2490,drive/My Drive/Speech Emotion Recognition/data/CREMA/1066_IWL_NEU_XX.wav,neutral
2491,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-02-01-22.wav,neutral
2492,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-02-02-02-21.wav,angry
2493,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-05-02-01-02-24.wav,angry
2494,drive/My Drive/Speech Emotion Recognition/data/CREMA/1011_IWL_NEU_XX.wav,neutral
2495,drive/My Drive/Speech Emotion Recognition/data/CREMA/1054_MTI_ANG_XX.wav,angry
2496,drive/My Drive/Speech Emotion Recognition/data/CREMA/1061_DFA_ANG_XX.wav,angry
2497,drive/My Drive/Speech Emotion Recognition/data/CREMA/1020_IEO_NEU_XX.wav,neutral
2498,drive/My Drive/Speech Emotion Recognition/data/CREMA/1034_IEO_SAD_HI.wav,sad
2499,drive/My Drive/Speech Emotion Recognition/data/CREMA/1012_IEO_HAP_MD.wav,happy
2500,drive/My Drive/Speech Emotion Recognition/data/CREMA/1005_DFA_SAD_XX.wav,sad
2501,drive/My Drive/Speech Emotion Recognition/data/CREMA/1027_MTI_SAD_XX.wav,sad
2502,drive/My Drive/Speech Emotion Recognition/data/CREMA/1045_ITS_SAD_XX.wav,sad
2503,drive/My Drive/Speech Emotion Recognition/data/CREMA/1029_IEO_HAP_MD.wav,happy
2504,drive/My Drive/Speech Emotion Recognition/data/CREMA/1016_ITH_NEU_XX.wav,neutral
2505,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-04-01-02-01-17.wav,sad
2506,drive/My Drive/Speech Emotion Recognition/data/RAVDESS/03-01-02-02-01-01-17.wav,neutral
2507,drive/My Drive/Speech Emotion Recognition/data/CREMA/1026_WSI_SAD_XX.wav,sad
2508,drive/My Drive/Speech Emotion Recognition/data/CREMA/1059_WSI_HAP_XX.wav,happy
2509,drive/My Drive/Speech Emotion Recognition/data/CREMA/1033_IOM_ANG_XX.wav,angry
